,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
389,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,0.60,40.32,17.82,8.49,53.20,52.59,8.30,13.99,14.10,41610000000.0,46910000000.0,24.90,4.72,19.28,27.44,19.28,1580000000.0,27.44,1030000000.0,5.96,15.70,8.60,35670000.0,0.21,55720000.0,0.12,29.49,1750000000.0,0.34,15.12,79.70,43.00,2.72,1.90,2410000.0,N/A
390,N/A,N/A,psx,N/A,N/A,N/A,N/A,N/A,37.25,8.98,0.43,1.81,4.81,4.83,5.98,20.65,179.44,41040000000.0,46090000000.0,10.79,1.74,0.47,7.94,0.47,21030000000.0,7.94,4720000000.0,8.56,33.70,39.20,4820000000.0,9.04,8950000000.0,1.70,43.48,5090000000.0,1.49,10.84,68.00,8050000.000000001,2.48,1.48,9550000.0,N/A
391,N/A,N/A,pvtb,N/A,N/A,N/A,N/A,N/A,N/A,16.89,4.70,1.73,28.10,48.05,1.06,11.05,7.81,2860000000.0,3690000000.0,14.88,1.62,6.08,N/A,6.08,N/A,N/A,168730000.0,2.14,11.70,9.90,437050000.0,5.53,1230000000.0,N/A,20.90,205740000.0,1.31,6.85,95.80,2720000.0,4.92,3.56,3000000.0,N/A
392,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,10.94,9.71,0.36,0.90,4.90,5.04,4.24,5.89,37.21,2820000000.0,3110000000.0,10.26,3.04,0.40,5.12,0.40,1230000000.0,5.12,211400000.0,1.82,128.60,9.60,49190000.0,0.31,350560000.0,1.76,19.53,690290000.0,0.68,0.73,90.90,12120000.0,3.59,5.95,16090000.0,N/A
393,N/A,N/A,px,N/A,N/A,N/A,N/A,N/A,197.74,19.95,2.50,6.56,12.77,22.48,8.08,24.67,38.74,27860000000.0,37350000000.0,16.06,6.29,3.34,10.28,3.34,5310000000.0,10.28,1430000000.0,4.90,15.90,14.60,136000000.0,0.48,9520000000.0,1.29,14.97,2660000000.0,1.01,0.14,3.20,7870000.0,5.04,2.73,8300000.000000001,N/A
394,N/A,N/A,pxd,N/A,N/A,N/A,N/A,N/A,29.81,20.97,5.07,1.86,23.75,26.06,3.79,9.73,22.14,17610000000.0,18770000000.0,N/A,22.37,5.71,8.34,5.71,2930000000.0,8.34,777000000.0,5.20,72.70,26.00,581000000.0,3.89,2680000000.0,2.10,60.08,1360000000.0,0.79,5.37,89.20,8130000.000000001,2.93,6.12,8970000.0,N/A
395,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,34.92,14.26,2.74,2.24,20.85,29.49,9.38,14.93,15.63,69040000000.0,62930000000.0,9.37,0.92,2.49,7.26,2.49,14900000000.0,7.26,5270000000.0,3.22,43.90,18.50,17320000000.0,11.52,10970000000.0,3.62,20.62,5510000000.0,1.45,0.17,82.10,13980000.0,0.88,0.96,15840000.0,N/A
396,N/A,N/A,qdel,N/A,N/A,N/A,N/A,N/A,66.86,471.39,2.82,2.64,0.69,6.34,2.36,0.65,5.93,564340000.0,540780000.0,169.70,14.75,2.65,14.61,2.65,108440000.0,14.61,1410000.0,0.04,N/A,13.60,182560000.0,5.49,146700000.0,6.91,6.57,38460000.0,0.51,17.20,103.30,4550000.0,22.82,18.84,4660000.0,N/A
397,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,55.85,2.98,0.68,0.42,22.78,33.39,5.43,14.57,13.75,1640000000.0,3390000000.0,N/A,10.49,1.39,2.53,1.39,1860000000.0,2.53,580600000.0,3.12,87.70,41.00,495800000.0,2.81,2220000000.0,1.41,22.48,596700000.0,1.21,5.78,93.80,12300000.0,3.25,7.02,12620000.0,N/A
398,N/A,N/A,r,N/A,N/A,N/A,N/A,N/A,279.23,10.74,0.39,1.31,3.66,9.79,3.93,12.29,124.41,2580000000.0,7930000000.0,7.27,1.08,1.21,4.54,1.21,1380000000.0,4.54,241140000.0,4.50,8.40,1.10,75390000.0,1.41,5450000000.0,0.82,36.54,1460000000.0,1.60,0.92,99.10,3250000.0,3.33,6.13,2950000.0,N/A
399,N/A,N/A,rai,N/A,N/A,N/A,N/A,N/A,97.04,17.15,6.88,3.63,32.00,34.78,6.14,26.60,8.32,65000000000.0,81810000000.0,19.44,1.93,8.39,23.40,8.39,4410000000.0,23.40,3120000000.0,2.65,40.70,41.10,3180000000.0,2.23,17930000000.0,1.13,12.93,30000000.0,0.87,42.21,47.90,14280000.0,3.08,2.32,14950000.0,N/A
400,N/A,N/A,rdc,N/A,N/A,N/A,N/A,N/A,60.43,N/A,0.67,0.31,16.59,28.58,4.49,7.34,17.34,1440000000.0,3960000000.0,4.92,0.17,1.84,3.97,1.84,833040000.0,3.97,357930000.0,2.88,N/A,16.60,290480000.0,2.33,2810000000.0,2.62,37.22,881610000.0,1.27,0.52,100.40,15540000.0,5.45,12.54,12480000.0,N/A
401,N/A,N/A,rf,N/A,N/A,N/A,N/A,N/A,N/A,10.53,2.07,0.65,20.96,30.32,0.88,6.36,3.82,10310000000.0,13380000000.0,8.23,1.19,2.64,N/A,2.64,N/A,N/A,1010000000.0,0.75,35.10,5.90,5460000000.0,4.21,8359999999.999999,N/A,12.36,N/A,1.07,0.14,75.20,26120000.0,1.51,1.96,18870000.0,N/A
402,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,0.12,16.17,1.12,5.56,6.95,11.36,21.30,35.21,37.81,5600000000.0,5350000000.0,13.66,1.07,1.07,8.60,1.07,1920000000.0,8.60,348410000.0,2.61,13.50,7.20,251820000.0,1.92,1200000.0,2.08,7.67,403120000.0,1.01,3.28,89.90,1040000.0,0.83,0.79,1280000.0,N/A
403,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,54.23,68.44,6.63,9.72,9.84,14.79,4.90,15.05,10.77,12870000000.0,12670000000.0,32.19,2.29,6.42,34.45,6.42,1520000000.0,34.45,194030000.0,1.03,2.30,14.80,1140000000.0,6.22,729280000.0,1.35,7.36,686020000.0,0.89,0.56,98.00,6410000.0,3.52,4.21,5760000.0,N/A
404,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,26.79,16.10,1.14,2.25,7.50,12.30,8.99,14.36,86.38,8760000000.0,8480000000.0,13.24,2.00,1.13,6.91,1.13,4380000000.0,6.91,563000000.0,6.42,20.40,1.20,1130000000.0,13.30,1020000000.0,2.80,44.99,985000000.0,0.69,0.39,98.50,6720000.0,6.86,11.28,6210000.0,N/A
405,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,66.51,14.73,1.91,5.35,13.12,18.38,11.48,33.68,46.90,11820000000.0,11400000000.0,13.87,2.93,1.81,8.68,1.81,2700000000.0,8.68,826900000.0,6.09,19.10,9.80,2150000000.0,16.28,1500000000.0,3.05,17.05,1190000000.0,1.25,0.51,78.70,8330000.0,8.32,6.35,7560000.0,N/A
406,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,54.57,25.25,4.77,3.33,18.79,28.99,7.24,13.78,35.69,16900000000.0,19190000000.0,22.56,2.39,5.35,15.51,5.35,2100000000.0,15.51,673410000.0,6.64,3.20,N/A,700580000.0,6.95,2800000000.0,2.51,50.88,920780000.0,0.92,1.61,96.20,2080000.0,5.28,2.47,1890000.0,N/A
407,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,16.54,21.30,1.82,8.90,8.57,13.73,21.02,43.88,28.88,21590000000.0,21200000000.0,18.97,1.86,1.81,11.31,1.81,3100000000.0,11.31,1010000000.0,2.45,11.90,7.10,487120000.0,1.20,395910000.0,1.39,5.91,1150000000.0,1.27,2.26,91.70,8860000.0,3.41,2.19,10560000.0,N/A
408,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,116.28,N/A,2.51,1.10,7.97,5.89,0.61,3.45,8.14,3660000000.0,6980000000.0,N/A,1.06,5.16,5.67,5.16,1440000000.0,5.67,112930000.0,0.68,N/A,41.40,490.00,0.00,3590000000.0,0.91,18.57,814760000.0,1.01,10.90,95.90,24610000.0,3.81,18.26,23690000.0,N/A
409,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,96.91,24.03,1.68,1.95,6.95,15.04,4.17,7.99,25.69,14810000000.0,22650000000.0,19.75,5.13,2.51,9.47,2.51,3160000000.0,9.47,628000000.0,1.78,15.70,3.40,102500000.0,0.30,7560000000.0,0.76,22.43,1750000000.0,0.70,31.30,64.60,7720000.0,4.50,3.17,8570000.0,N/A
410,N/A,N/A,rtn,N/A,N/A,N/A,N/A,N/A,49.89,17.43,1.58,3.59,9.04,12.59,6.53,18.37,76.46,35650000000.0,38690000000.0,16.72,2.68,1.68,11.76,1.68,5530000000.0,11.76,2040000000.0,6.79,13.20,5.60,3060000000.0,10.17,5330000000.0,1.51,33.71,2450000000.0,0.70,0.38,79.60,2360000.0,1.34,0.77,2830000.0,N/A
411,N/A,N/A,s,N/A,N/A,N/A,N/A,N/A,160.54,N/A,0.32,0.50,9.65,2.27,0.57,14.00,8.39,9730000000.0,42370000000.0,N/A,N/A,1.27,6.18,1.27,15560000000.0,6.18,3210000000.0,0.81,N/A,6.00,2080000000.0,0.52,33960000000.0,0.77,5.33,2540000000.0,0.23,84.90,22.80,216130000.0,14.24,28.71,213630000.0,N/A
412,N/A,N/A,sbux,N/A,N/A,N/A,N/A,N/A,40.95,31.27,4.54,14.94,14.39,17.55,18.12,49.75,12.81,84510000000.0,87710000000.0,26.11,1.76,4.58,20.41,4.58,11380000000.0,20.41,2760000000.0,1.82,11.00,17.60,1610000000.0,1.09,2380000000.0,1.19,3.92,3750000000.0,0.83,2.79,72.60,9200000.0,1.14,0.68,9570000.0,N/A
413,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,121.55,11.41,1.90,1.62,16.24,23.61,4.23,14.53,32.46,8590000000.0,15440000000.0,15.15,3.58,3.33,10.08,3.33,1620000000.0,10.08,753000000.0,5.27,3.50,4.70,54000000.0,0.38,6590000000.0,0.94,37.92,979000000.0,0.34,9.28,59.20,6490000.0,7.15,5.01,7020000.0,N/A
414,N/A,N/A,schl,N/A,N/A,N/A,N/A,N/A,1.68,4.67,0.80,1.05,16.94,3.52,2.06,1.65,48.79,1290000000.0,969460000.0,19.59,3.01,0.60,11.64,0.60,877300000.0,11.64,18000000.0,8.06,5.30,1.50,360900000.0,10.52,21000000.0,2.22,36.37,102000000.0,0.50,12.57,87.70,2040000.0,8.43,13.88,2290000.0,N/A
415,N/A,N/A,schw,N/A,N/A,N/A,N/A,N/A,21.92,25.53,5.63,2.97,22.29,34.59,0.87,11.20,4.72,33270000000.0,9720000000.0,14.69,0.96,1.57,N/A,1.57,6060000000.0,N/A,1320000000.0,0.99,17.10,6.00,28080000000.0,21.33,2890000000.0,0.40,8.92,1210000000.0,1.38,12.34,79.80,19250000.0,2.49,1.68,23070000.0,N/A
416,N/A,N/A,se,N/A,N/A,N/A,N/A,N/A,143.66,20.90,2.98,2.28,14.05,34.45,3.53,9.74,8.22,16130000000.0,30710000000.0,18.34,4.19,5.57,11.44,5.57,3110000000.0,11.44,775000000.0,1.15,13.40,8.60,353000000.0,0.53,14640000000.0,0.54,10.75,2500000000.0,1.01,0.16,74.60,43.00,3.09,4.04,27080000.0,N/A
417,N/A,N/A,see,N/A,N/A,N/A,N/A,N/A,052.06,30.23,1.09,17.87,3.84,12.23,6.96,31.45,34.97,7880000000.0,12200000000.0,15.47,1.09,1.68,10.99,1.68,2690000000.0,10.99,276200000.0,1.32,42.40,11.60,334300000.0,1.69,4650000000.0,1.25,2.24,941500000.0,1.39,0.56,96.00,3800000.0,2.09,1.81,3860000.0,N/A
418,N/A,N/A,sfly,N/A,N/A,N/A,N/A,N/A,73.53,N/A,1.41,2.72,3.25,0.32,0.18,5.32,26.48,1420000000.0,1660000000.0,82.51,13.34,1.66,17.81,1.66,468860000.0,17.81,32310000.0,0.86,N/A,17.90,134070000.0,3.82,383530000.0,2.31,14.71,151830000.0,0.93,1.25,104.90,3290000.0,9.31,11.86,3430000.0,N/A
419,N/A,N/A,shld,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.07,N/A,2.73,4.90,5.69,N/A,243.70,1790000000.0,4550000000.0,N/A,0.01,0.18,5.56,0.18,7150000000.0,5.56,708000000.0,6.65,N/A,20.20,294000000.0,2.76,3040000000.0,1.11,12.15,1500000000.0,1.89,53.60,51.40,12910000.0,14.86,91.89,12690000.0,N/A
420,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,200.80,23.63,1.95,22.61,8.74,13.11,14.92,84.93,121.64,22840000000.0,24190000000.0,19.23,1.21,2.14,14.40,2.14,5160000000.0,14.40,984240000.0,10.39,14.80,0.10,91030000.0,0.99,1960000000.0,1.27,10.59,1100000000.0,1.28,17.39,68.40,1350000.0,2.31,1.88,1330000.0,N/A
421,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,875.04,40.45,4.27,305.00,11.61,29.01,9.76,83.97,0.82,18760000000.0,24330000000.0,24.00,1.62,5.45,15.56,5.45,2080000000.0,15.56,518210000.0,0.09,22.30,10.70,152540000.0,0.03,5410000000.0,0.59,0.01,1270000000.0,0.98,59.99,23.80,147390000.0,5.66,6.37,155700000.0,N/A
422,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,81.08,35.08,2.07,1.98,5.54,15.38,5.11,6.18,61.72,14290000000.0,20050000000.0,18.57,2.55,2.90,14.10,2.90,1970000000.0,14.10,381300000.0,3.40,11.20,40.20,139000000.0,1.16,5860000000.0,1.77,60.44,1230000000.0,0.73,7.33,64.60,3770000.0,4.62,3.83,3720000.0,N/A
423,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,32.14,23.13,1.96,2.09,8.40,17.41,6.67,8.73,31.73,77000000000.0,84890000000.0,25.23,1.32,2.10,7.58,2.10,11180000000.0,7.58,3390000000.0,2.64,49.30,33.00,6600000000.0,5.24,12270000000.0,1.54,30.09,10310000000.0,1.34,0.06,78.00,41770000.0,5.01,3.27,42780000.0,N/A
424,N/A,N/A,slm,N/A,N/A,N/A,N/A,N/A,66.75,12.58,3.28,1.60,29.24,50.89,1.56,10.70,1.64,2310000000.0,2320000000.0,8.32,0.42,3.32,N/A,3.32,N/A,N/A,184700000.0,0.43,44.90,29.90,1310000000.0,3.07,1330000000.0,1.23,3.36,327380000.0,0.98,7.92,94.10,21690000.0,6.61,6.60,21480000.0,N/A
425,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,39.42,19.49,2.52,3.83,12.89,20.74,10.64,20.32,61.91,8870000000.0,9870000000.0,16.92,1.94,2.75,12.14,2.75,1730000000.0,12.14,463500000.0,7.84,12.60,2.60,118700000.0,2.04,937700000.0,2.49,40.66,449300000.0,1.14,0.81,85.90,1540000.0,4.55,2.66,1390000.0,N/A
426,N/A,N/A,sndk,N/A,N/A,N/A,N/A,N/A,37.94,33.19,2.48,2.53,7.90,14.76,5.37,7.25,27.46,13780000000.0,14700000000.0,18.66,10.56,2.55,9.96,2.55,3070000000.0,9.96,454900000.0,2.07,49.40,16.80,1700000000.0,8.46,2140000000.0000002,3.17,28.07,1100000000.0,2.51,10.74,86.20,14120000.0,7.83,6.75,14890000.0,N/A
427,N/A,N/A,sne,N/A,N/A,N/A,N/A,N/A,36.33,29.68,0.40,1.24,1.21,5.67,1.80,5.75,58.98,26540000000.0,21940000000.0,N/A,N/A,0.31,3.10,0.31,17160000000.0,3.10,846950000.0,0.71,N/A,0.50,16219999999.999998,12.86,10160000000.0,0.92,17.91,5770000000.0,1.74,N/A,N/A,2880000.0,2.49,N/A,2760000.0,N/A
428,N/A,N/A,sni,N/A,N/A,N/A,N/A,N/A,223.35,12.96,2.52,4.83,20.24,40.57,13.50,38.32,21.55,7220000000.0,11050000000.0,11.70,1.05,3.90,8.65,3.90,1890000000.0,8.65,573970000.0,4.33,5.20,20.40,247350000.0,1.92,4150000000.0000005,3.31,11.51,855920000.0,1.70,21.54,96.70,11410000.0,9.49,13.39,11860000.0,N/A
429,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,123.02,18.04,2.43,2.11,13.26,23.84,3.74,11.05,19.73,42870000000.0,70700000000.0,15.99,4.49,3.94,10.78,3.94,7440000000.0,10.78,2380000000.0,2.61,33.60,1.20,1120000000.0,1.23,27160000000.0,0.65,22.73,6220000000.0,0.15,0.03,51.70,21270000.0,4.76,2.35,23310000.0,N/A
430,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,422.75,30.52,11.15,12.74,35.57,50.37,5.38,38.34,16.67,55890000000.0,80190000000.0,16.59,2.13,15.50,20.89,15.50,3990000000.0,20.89,1840000000.0,5.92,66.50,6.90,856860000.0,2.77,22630000000.0,0.42,14.63,3020000000.0,0.46,0.72,98.60,3430000.0,2.56,1.28,3850000.0,N/A
431,N/A,N/A,spls,N/A,N/A,N/A,N/A,N/A,19.36,180.00,0.26,1.06,0.15,4.38,5.43,0.57,33.51,5680000000.0,5920000000.0,9.69,7.15,0.28,4.25,0.28,5800000000.0,4.25,32530000.0,0.05,8.80,6.20,782000000.0,1.22,1040000000.0,1.64,8.30,837940000.0,1.59,0.70,97.10,22770000.0,1.60,3.58,24410000.0,N/A
432,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,55.44,36.90,3.55,3.62,9.76,22.03,7.94,11.79,32.66,9780000000.0,10690000000.0,21.68,1.76,3.85,14.87,3.85,1090000000.0,14.87,269010000.0,3.12,36.90,7.60,669170000.0,7.87,1520000000.0,2.47,31.98,396820000.0,0.02,1.22,90.80,43.00,4.15,4.83,43.00,N/A
433,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,119.33,17.70,2.24,1.98,12.43,17.70,2.86,11.24,41.49,22350000000.0,37070000000.0,16.80,1.97,3.61,12.22,3.61,3350000000.0,12.22,1280000000.0,5.09,28.70,11.90,704000000.0,2.83,14790000000.0,0.71,46.79,2590000000.0,0.71,5.33,75.30,3230000.0,2.56,1.38,3030000.0,N/A
434,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,N/A,10.79,2.41,0.85,23.39,36.71,0.99,8.06,15.21,18630000000.0,22180000000.0,10.35,1.75,2.81,N/A,2.81,N/A,N/A,1780000000.0,3.39,6.80,4.60,10300000000.0,20.10,12950000000.0,N/A,43.57,260000000.0,1.09,0.18,83.50,9320000.0,2.54,1.78,8990000.0,N/A
435,N/A,N/A,stj,N/A,N/A,N/A,N/A,N/A,126.60,15.34,2.75,3.80,18.29,24.44,7.91,24.34,19.54,15260000000.0,17720000000.0,12.88,1.27,3.20,10.65,3.20,3970000000.0,10.65,1010000000.0,3.52,9.70,2.40,2550000000.0,9.01,5060000000.0,1.75,14.15,1250000000.0,1.11,2.44,86.30,5590000.0,3.43,2.33,5480000.0,N/A
436,N/A,N/A,stt,N/A,N/A,N/A,N/A,N/A,N/A,12.88,2.14,1.19,18.25,26.72,0.73,8.93,25.40,22240000000.0,34340000000.0,10.56,2.69,3.29,N/A,3.29,N/A,N/A,1790000000.0,4.28,4.50,1.30,87790000000.0,217.57,31040000000.0,N/A,46.55,4380000000.0,1.11,0.58,91.60,5770000.0,2.27,1.41,7150000.0,N/A
437,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,215.40,6.79,0.69,4.64,10.83,8.95,7.65,57.31,40.53,8740000000.0,11140000000.0,7.25,2.56,0.87,5.61,0.87,3810000000.0,5.61,1400000000.0,4.31,91.10,22.70,1920000000.0,6.42,4139999999.9999995,1.80,6.43,2870000000.0,1.12,11.39,88.70,28200000.0,7.11,10.76,29120000.0,N/A
438,N/A,N/A,swk,N/A,N/A,N/A,N/A,N/A,76.02,18.97,1.27,2.54,6.76,12.90,5.59,13.38,75.15,14020000000.0,18370000000.0,14.52,1.47,1.62,9.79,1.62,4099999999.9999995,9.79,855900000.0,4.94,3.40,1.70,307900000.0,2.06,4350000000.0,1.25,37.66,1120000000.0,0.75,0.59,88.40,2880000.0,2.17,1.89,5620000.0,N/A
439,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,105.27,N/A,0.73,0.56,62.71,18.40,3.94,48.96,9.14,2840000000.0,7150000000.0,N/A,1.21,2.10,4.08,2.10,3610000000.0,4.08,2220000000.0,5.94,N/A,19.30,15000000.0,0.04,4670000000.0,0.73,11.61,1790000000.0,1.15,0.54,110.60,94520000.0,4.31,28.20,69980000.0,N/A
440,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,41.14,29.65,3.49,4.05,11.95,22.94,8.45,13.76,26.08,34220000000.0,34500000000.0,16.28,1.95,3.50,13.05,3.50,6380000000.0,13.05,1180000000.0,3.07,428.10,1.30,3370000000.0,8.99,3490000000.0,2.26,22.59,907000000.0,1.00,8.29,76.00,43.00,3.07,1.33,4490000.0,N/A
441,N/A,N/A,symc,N/A,N/A,N/A,N/A,N/A,29.53,19.38,2.09,2.20,10.91,21.45,6.51,11.38,8.99,12710000000.0,11240000000.0,16.95,2.67,1.83,6.48,1.83,5360000000.0,6.48,671000000.0,0.97,36.10,7.40,3360000000.0,4.97,1740000000.0,1.25,8.66,1280000000.0,1.15,0.23,93.60,14910000.0,2.18,2.49,15530000.0,N/A
442,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,57.73,36.32,0.46,4.49,1.34,3.67,8.29,12.19,82.13,22390000000.0,25260000000.0,18.80,2.54,0.52,10.77,0.52,8550000000.000001,10.77,652380000.0,1.09,12.30,0.90,388260000.0,0.69,3090000000.0,1.77,8.90,1230000000.0,0.43,7.16,76.70,32509999.999999996,8.24,5.87,34310000.0,N/A
443,N/A,N/A,t,N/A,N/A,N/A,N/A,N/A,105.98,35.65,1.53,1.74,3.68,11.03,2.79,5.06,25.84,2.0855e+11,3.3584e+11,12.11,2.18,2.41,9.90,2.41,71840000000.0,9.90,5120000000.0,0.95,4.30,18.60,6600000000.0,1.07,130130000000.0,0.73,19.80,32439999999.999996,0.46,0.05,63.20,108260000.0,4.41,2.09,99600000.0,N/A
444,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,41.28,38.17,4.35,2.23,11.38,10.84,1.82,5.33,19.93,15920000000.0,18700000000.0,22.35,7.06,5.06,27.80,5.06,1650000000.0,27.80,415400000.0,2.26,N/A,12.90,393600000.0,2.13,3000000000.0,0.96,39.17,675700000.0,0.79,0.16,37.30,3690000.0,2.62,2.41,3880000.0,N/A
445,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,71.29,N/A,1.17,3.05,1.83,13.34,7.62,3.31,17.81,3100000000.0,2850000000.0,10.08,2.02,1.11,6.46,1.11,1480000000.0,6.46,47000000.0,0.33,17.00,9.10,874000000.0,6.57,710000000.0,1.81,7.44,467000000.0,1.06,0.69,100.40,18620000.0,10.54,12.65,18660000.0,N/A
446,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,155.33,47.31,2.31,2.49,4.84,19.84,3.92,8.43,11.88,6330000000.0,10300000000.0,22.62,3.61,3.73,11.49,3.73,1020000000.0,11.49,216900000.0,0.57,379.30,1.00,55400000.0,0.24,3980000000.0,0.64,10.89,638000000.0,0.39,1.20,60.00,3100000.0,1.69,1.34,4330000.0,N/A
447,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,40.72,9.57,1.75,2.28,19.78,16.30,6.12,13.31,30.21,21070000000.0,21970000000.0,12.65,0.93,1.80,8.42,1.80,4090000000.0,8.42,1240000000.0,5.89,56.90,2.90,3330000000.0,8.62,3900000000.0,2.21,24.33,1910000000.0,0.88,0.22,93.60,2640000.0,1.01,0.65,2730000.0,N/A
448,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,N/A,40.61,2.40,1.94,6.28,13.87,5.32,4.88,7.67,3990000000.0,3120000000.0,13.48,1.39,1.90,8.44,1.90,878810000.0,8.44,103310000.0,0.48,13.90,2.50,819600000.0,3.99,0.00,3.38,9.87,547560000.0,0.96,0.43,98.10,5120000.0,2.84,2.37,5720000.0,N/A
449,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,96.47,N/A,0.58,3.23,0.95,7.06,7.39,19.31,116.46,41640000000.0,53450000000.0,13.07,1.40,0.72,7.21,0.72,21340000000.0,7.21,2860000000.0,1.11,56.00,2.10,2000000000.0,3.24,12790000000.0,1.10,21.43,6150000000.0,0.64,0.11,88.40,43020000.0,9.55,6.73,41640000.0,N/A
450,N/A,N/A,thc,N/A,N/A,N/A,N/A,N/A,546.44,140.28,0.13,2.98,0.10,7.97,4.45,7.98,182.77,2460000000.0,16700000000.0,11.43,0.54,0.92,7.36,0.92,13980000000.0,7.36,19000000.0,0.18,N/A,12.40,450000000.0,4.51,14750000000.0,1.54,8.05,1050000000.0,11.16,1.29,100.40,11200000.0,4.46,13.33,12460000.0,N/A
451,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,37.58,16.13,1.97,2.89,11.90,19.48,10.01,17.19,32.36,7920000000.0,8590000000.0,14.96,1.89,2.06,8.48,2.06,2540000000.0,8.48,496880000.0,3.83,137.60,2.20,725100000.0,5.66,1080000000.0,5.06,22.25,864820000.0,1.87,13.20,80.90,9800000.0,6.60,8.72,10070000.0,N/A
452,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,37.33,20.54,1.51,10.49,7.46,12.11,19.43,51.80,44.64,45160000000.0,45120000000.0,18.68,1.92,1.49,10.56,1.49,8300000000.000001,10.56,2260000000.0,3.28,1.30,5.30,2120000000.0,3.17,1620000000.0,1.55,6.50,2840000000.0,0.75,0.54,91.20,8010000.0,2.60,1.18,7870000.0,N/A
453,N/A,N/A,tm,N/A,N/A,N/A,N/A,N/A,109.13,8.95,0.74,1.23,8.12,10.51,4.04,14.35,153.96,1.7361e+11,2.9801e+11,8.20,0.27,1.23,7.71,1.23,44970000000.0,7.71,19660000000.0,12.46,13.50,8.40,47620000000.0,30.58,166550000000.0,1.14,93.47,34090000000.000004,0.56,N/A,N/A,799.72,2.58,N/A,849.30,N/A
454,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,31.79,12.26,1.62,1.53,13.42,21.15,2.66,12.28,31.88,6370000000.0,7760000000.0,11.64,2.04,1.93,9.02,1.93,1750000000.0,9.02,540890000.0,4.21,9.80,2.50,123150000.0,1.00,1360000000.0,0.40,34.62,950200000.0,0.97,1.99,78.40,43.00,5.65,3.03,3800000.0,N/A
455,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,63.89,27.10,3.20,2.58,11.75,14.18,3.55,9.57,42.13,53100000000.0,66660000000.0,16.23,1.88,3.97,16.42,3.97,7490000000.0,16.42,1980000000.0,4.91,1.00,1.20,503400000.0,1.26,13320000000.0,1.05,52.24,2540000000.0,1.00,0.18,89.60,5090000.0,3.21,1.28,3980000.0,N/A
456,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,21.72,43.56,6.98,7.74,15.70,21.89,9.69,19.15,10.25,9990000000.0,9870000000.0,30.24,2.21,6.71,26.96,6.71,1210000000.0,26.96,231000000.0,1.59,37.00,17.20,686000000.0,4.76,288000000.0,2.65,9.20,368000000.0,2.95,19.44,91.80,16100000.000000002,13.48,16.20,15690000.0,N/A
