,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
185,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,129.64,N/A,0.26,0.41,63.56,8.93,1.69,50.28,16.54,4840000000.0,28910000000.0,15.65,0.74,1.67,5.36,1.67,1930000000.0,5.36,11010000000.0,10.51,N/A,35.40,338000000.0,0.29,20700000000.0,1.69,9.62,3730000000.0,2.30,10.24,68.40,154730000.0,3.23,15.11,122970000.0,N/A
186,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,56.67,31.58,0.72,2.34,2.30,9.60,8.16,7.31,172.51,33950000000.0,39910000000.0,10.26,0.93,0.82,5.49,0.82,30470000000.0,5.49,1120000000.0,3.90,4.20,4.30,3650000000.0,13.23,8500000000.0,1.87,54.39,5670000000.0,1.22,7.19,76.90,43.00,1.82,1.66,4360000.0,N/A
187,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,175.59,26.46,0.94,1.09,3.42,12.03,2.11,3.93,34.46,13170000000.0,35830000000.0,10.92,12.66,2.46,11.10,2.46,8050000000.000001,11.10,498000000.0,1.18,18.60,6.10,86000000.0,0.20,22170000000.0,0.65,29.85,3290000000.0,0.26,16.18,61.30,5800000.0,1.26,1.54,7370000.0,N/A
188,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,N/A,17.90,3.43,4.98,19.01,28.80,15.37,27.18,26.69,6340000000.0,5810000000.0,11.66,1.01,3.02,9.76,3.02,1590000000.0,9.76,365010000.0,5.03,3.20,7.70,774340000.0,11.00,0.00,1.57,18.77,684540000.0,1.13,0.26,101.80,6100000.0,4.99,8.42,5730000.0,N/A
189,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,37.42,2.62,1.35,7.38,27.08,0.38,3.63,4.82,2880000000.0,2390000000.0,11.29,1.71,2.12,N/A,2.12,N/A,N/A,76760000.0,0.33,26.70,9.50,3090000000.0,13.20,2530000000.0,N/A,9.35,326730000.0,0.71,1.24,83.90,13930000.0,6.45,6.03,13520000.0,N/A
190,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,75.26,22.95,2.58,2.54,11.26,20.55,5.80,11.47,22.75,18890000000.0,21090000000.0,15.08,1.46,3.29,12.71,3.29,2080000000.0,12.71,735700000.0,2.52,16.40,1.70,441500000.0,1.57,4970000000.0,1.56,23.14,1180000000.0,0.79,1.01,84.50,2140000.0,0.91,0.76,1830000.0,N/A
191,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,147.61,30.46,3.91,7.12,13.53,24.97,8.63,22.24,21.88,20330000000.0,24280000000.0,20.54,1.79,4.67,15.13,4.67,2180000000.0,15.13,704000000.0,2.92,8.80,4.00,309000000.0,1.35,4240000000.0,1.09,12.50,1300000000.0,0.83,0.30,91.60,3000000.0,2.28,1.47,3520000.0,N/A
192,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,N/A,10.01,2.33,0.93,25.04,37.78,1.04,9.17,7.13,12950000000.0,29740000000.0,9.55,2.09,5.17,N/A,5.17,N/A,N/A,1350000000.0,1.65,12.10,15.60,5380000000.0,6.77,21710000000.0,N/A,18.22,2040000000.0,0.99,0.34,80.20,17600000.0,2.03,2.17,15830000.0,N/A
193,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.14,16.71,1.18,3.42,7.23,12.49,15.62,20.55,52.17,8540000000.0,7890000000.0,13.10,1.12,1.08,7.47,1.08,2370000000.0,7.47,529000000.0,3.72,33.30,3.60,878000000.0,6.40,131000000.0,3.77,18.38,687000000.0,0.67,1.12,99.80,20830000.0,9.07,15.07,18490000.0,N/A
194,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,22.32,17.63,2.69,2.57,15.72,19.42,8.01,15.05,11.10,4170000000.0,4010000000.0,17.34,1.33,2.58,11.42,2.58,750370000.0,11.42,244230000.0,1.71,38.20,1.70,525380000.0,3.80,362680000.0,4.29,11.76,260320000.0,0.60,6.05,86.60,1860000.0,2.16,1.51,2190000.0,N/A
195,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,31.26,9.09,0.30,1.91,3.53,5.35,8.20,21.73,129.67,5820000000.0,4800000000.0,11.05,1.78,0.25,3.94,0.25,1400000000.0,3.94,688980000.0,4.52,146.40,19.40,2029999999.9999998,14.32,992690000.0,1.83,21.53,805650000.0,1.38,0.28,85.40,9500000.0,5.91,7.43,8720000.0,N/A
196,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,98.69,13.50,1.00,2.73,7.63,14.91,8.72,19.92,34.62,4650000000.0,6080000000.0,11.80,1.76,1.31,7.40,1.31,1710000000.0,7.40,355330000.0,2.63,27.20,8.90,238010000.0,1.82,1680000000.0,2.02,12.96,572150000.0,1.65,0.39,96.70,6780000.0,6.53,5.78,6440000.0,N/A
197,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,127.53,23.19,0.37,2.13,1.74,3.17,4.96,9.66,17.65,445280000.0,682780000.0,11.84,0.88,0.59,9.97,0.59,487200000.0,9.97,20050000.0,0.30,N/A,23.20,1990000.0,0.03,257320000.0,1.13,3.10,45030000.0,2.00,8.83,78.10,2089999.9999999998,5.58,6.57,2150000.0,N/A
198,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,100.70,6.05,1.15,2.20,19.03,15.18,6.56,8.39,30.27,4650000000.0,6650000000.0,11.60,3.30,1.64,8.67,1.64,1380000000.0,8.67,155000000.0,5.76,N/A,1.40,173700000.0,1.30,2170000000.0,2.23,15.82,138500000.0,1.80,0.56,97.40,7530000.0,5.97,6.42,7520000.0,N/A
199,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,91.72,4.97,0.42,1.60,9.22,14.00,12.86,34.01,66.61,1470000000.0,1900000000.0,8.60,1.34,0.58,3.47,0.58,2000000000.0,3.47,304380000.0,6.13,44.50,13.80,301570000.0,6.27,810510000.0,3.61,18.08,324460000.0,1.03,31.56,89.40,8970000.0,6.84,20.72,7500000.0,N/A
200,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,5.73,10.81,1.70,1.15,15.82,16.08,5.43,11.33,36.24,6180000000.0,4700000000.0,14.91,2.36,1.29,5.58,1.29,827100000.0,5.58,576560000.0,5.67,288.90,42.80,1810000000.0,17.93,308550000.0,3.63,53.40,513980000.0,2.68,26.64,57.20,4960000.0,1.80,6.85,5520000.0,N/A
201,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,51.30,10.91,0.77,2.17,7.14,12.54,8.09,19.59,30.52,5380000000.0,6030000000.0,15.51,0.64,0.85,5.33,0.85,1940000000.0,5.33,506100000.0,2.16,51.70,21.80,711500000.0,3.12,1290000000.0,1.77,10.98,911300000.0,0.87,7.32,88.60,11810000.0,3.84,6.39,12040000.0,N/A
202,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,278.15,N/A,0.89,0.83,1.44,17.39,2.65,1.62,5.26,4600000000.0,20160000000.0,N/A,18.33,3.67,8.84,3.67,4770000000.0,8.84,149150000.0,0.14,N/A,24.80,1010000000.0,0.87,16290000000.0,7.14,5.01,1290000000.0,0.75,0.62,71.00,166320000.0,12.09,16.73,170650000.0,N/A
203,N/A,N/A,gas,N/A,N/A,N/A,N/A,N/A,114.09,19.35,1.74,1.99,8.91,19.58,3.84,10.71,37.08,7650000000.0,12130000000.0,N/A,N/A,2.74,9.64,2.74,1680000000.0,9.64,394000000.0,3.29,N/A,0.80,19000000.0,0.16,4460000000.0,0.63,32.17,1190000000.0,0.38,0.58,64.20,1470000.0,1.66,1.23,1580000.0,N/A
204,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,N/A,8.57,0.56,1.55,6.50,9.82,N/A,N/A,25.69,1640000000.0,1530000000.0,8.49,N/A,0.52,3.81,0.52,N/A,3.81,192600000.0,1.67,22.50,8.60,142770000.0,1.24,0.00,1.26,9.36,301600000.0,0.51,0.26,99.00,7870000.0,7.71,N/A,7800000.0,N/A
205,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,31.80,14.17,1.26,3.76,9.06,13.05,7.65,24.75,98.38,39260000000.0,40380000000.0,13.04,1.39,1.26,8.66,1.26,5870000000.0,8.66,2940000000.0,8.77,5.30,3.10,3370000000.0,10.65,3410000000.0,1.16,33.90,2080000000.0,0.80,0.52,88.50,43.00,1.28,0.69,1870000.0,N/A
206,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,242.84,N/A,1.96,2.59,4.96,11.92,1.77,4.29,14.55,2.6426e+11,5.6259e+11,18.54,3.35,3.84,19.80,3.84,64730000000.00001,19.80,5240000000.0,0.73,29.10,1.30,16809999999.999998,1.66,291390000000.0,2.58,11.00,24610000000.0,1.21,0.05,56.60,129080000.00000001,2.49,1.29,159270000.0,N/A
207,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,0.65,16.85,0.64,1.44,3.92,6.41,5.66,8.47,26.49,1460000000.0,1050000000.0,15.95,2.41,0.47,4.78,0.47,867880000.0,4.78,87390000.0,1.03,40.10,11.70,402390000.0,4.80,6640000.0,3.21,11.96,223440000.0,0.69,30.45,89.90,10730000.0,10.95,26.46,9710000.0,N/A
208,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,123.83,8.31,4.12,7.48,53.78,67.86,33.56,106.05,21.23,1.305e+11,1.3607e+11,7.51,0.52,4.33,6.06,4.33,21100000000.0,6.06,16910000000.0,10.89,68.40,37.30,15710000000.0,10.90,22220000000.0,2.77,12.02,18480000000.0,1.16,0.60,83.40,23730000.0,2.80,1.61,25250000.0,N/A
209,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,147.49,22.56,1.90,6.85,8.60,16.95,8.00,23.55,28.81,32370000000.0,41060000000.0,17.77,3.45,2.38,11.84,2.38,5950000000.0,11.84,1490000000.0,2.42,53.00,6.10,649800000.0,1.10,8820000000.0,0.82,8.09,2840000000.0,0.68,0.32,71.70,10900000.0,3.05,1.82,11070000.0,N/A
210,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,20.01,10.91,2.14,1.12,22.65,18.47,3.65,10.03,7.43,19740000000.0,18830000000.0,11.51,7.64,2.03,6.50,2.03,4050000000.0,6.50,2010000000.0,1.53,79.10,10.60,5010000000.0,4.24,4019999999.9999995,4.71,14.95,2960000000.0,1.32,0.19,80.20,55030000.0,4.65,4.35,63560000.0,N/A
211,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,163.38,10.79,0.30,1.36,3.55,4.47,2.33,13.72,95.19,45380000000.0,81290000000.0,5.37,0.28,0.53,6.05,0.53,13810000000.0,6.05,4530000000.0,2.73,7.60,1.00,21860000000.0,14.05,57400000000.0,1.13,21.65,12630000000.0,1.46,4.66,76.50,27610000.0,2.51,1.72,36330000.0,N/A
212,N/A,N/A,gmcr,N/A,N/A,N/A,N/A,N/A,16.64,28.59,2.96,5.08,11.02,17.70,11.36,16.12,28.74,13400000000.0,13770000000.0,24.80,1.99,3.05,12.92,3.05,1610000000.0,12.92,498270000.0,3.14,32.90,13.30,59330000.0,0.40,451500000.0,2.52,17.68,754860000.0,0.93,25.34,67.60,8029999.999999999,1.30,17.42,11540000.0,N/A
213,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,18.07,6.80,0.29,1.38,4.29,7.18,8.83,20.21,87.04,2640000000.0,2830000000.0,6.24,0.69,0.30,3.45,0.30,2780000000.0,3.45,399100000.0,3.71,0.90,3.60,186200000.0,1.78,350900000.0,1.05,18.51,632000000.0,1.22,1.88,136.40,46900000.0,15.96,52.88,48090000.0,N/A
214,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,50.31,N/A,0.12,0.09,11.45,0.56,0.03,3.25,19.02,1250000000.0,3180000000.0,2.60,0.53,0.34,5.78,0.34,1360000000.0,5.78,730000000.0,2.19,N/A,4.10,5750000000.0,11.55,7760000000.0,1.78,27.32,2460000000.0,2.58,0.16,82.10,28560000.0,4.14,5.75,28130000.0,N/A
215,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,7.31,29.44,6.73,4.15,22.86,25.61,8.51,14.36,105.15,4.8034e+11,4.2022e+11,20.44,1.51,5.86,18.03,5.86,40310000000.0,18.03,15440000000.0,23.72,45.30,13.00,70910000000.0,103.11,8500000000.0,4.77,169.03,25970000000.0,1.03,0.01,73.10,3350000.0,1.71,N/A,3480000.0,N/A
216,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,19.71,17.04,0.77,3.74,4.60,7.34,8.55,21.26,101.27,11920000000.0,12230000000.0,16.13,3.63,0.79,9.58,0.79,4590000000.0,9.58,709960000.0,4.64,1.30,1.60,199290000.0,1.32,625000000.0,1.49,20.95,1100000000.0,1.18,2.72,73.70,4610000.0,7.77,3.10,4510000.0,N/A
217,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,67.15,9.18,0.57,3.52,6.36,11.06,14.26,37.52,38.66,9020000000.0,9830000000.0,9.20,2.75,0.61,4.14,0.61,6290000000.0,4.14,1020000000.0,2.44,29.30,2.90,1040000000.0,2.59,1750000000.0,1.58,6.46,1750000000.0,1.12,43.41,60.20,4.50,0.04,N/A,0.00,N/A
218,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,N/A,11.60,2.16,1.90,18.79,20.40,8.00,16.51,14.87,6160000000.0,5020000000.0,14.07,5.20,1.77,7.61,1.77,1600000000.0,7.61,534090000.0,2.79,N/A,3.80,1130000000.0,5.92,0.00,2.50,16.99,267149999.99999997,0.69,36.25,41.70,9350000.0,5.45,8.26,11720000.0,N/A
219,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,42.53,20.96,0.47,2.56,2.35,0.97,0.95,11.36,4.86,1470000000.0,809340000.0,N/A,1.29,0.25,9.43,0.25,1550000000.0,9.43,87740000.0,0.11,N/A,0.10,963560000.0,1.57,255600000.0,1.00,0.96,293340000.0,1.73,21.21,64.90,75880000.0,10.35,19.13,71830000.0,N/A
220,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,440.14,10.10,2.04,0.91,21.86,38.86,0.86,8.76,75.92,68600000000.0,2.5352e+11,8.30,1.74,7.41,N/A,7.41,34530000000.0,N/A,7000000000.0,15.22,36.40,18.20,714450000000.0,601.18,387850000000.0,1.69,171.45,5130000000.0,1.41,6.42,72.70,5600000.0,1.87,1.44,5700000.0,N/A
221,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,121.16,2.72,0.44,1.79,16.83,10.06,6.16,75.22,61.76,7510000000.0,11720000000.0,7.47,0.81,0.70,4.92,0.70,4230000000.0000005,4.92,2820000000.0,10.26,68.30,10.20,1690000000.0,6.29,6000000000.0,1.66,15.41,1910000000.0,2.26,0.27,88.80,15250000.0,5.56,5.78,13290000.0,N/A
222,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,296.18,15.44,1.55,2.26,9.17,30.31,5.70,18.17,9.34,961940000.0,2100000000.0,7.41,3.78,3.46,9.08,3.46,222140000.0,9.08,55570000.0,0.85,52.60,14.70,81170000.0,1.13,1240000000.0,2.49,5.82,128530000.0,3.59,5.84,84.50,1980000.0,3.08,4.70,1950000.0,N/A
223,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,74.13,16.09,1.17,4.96,7.72,14.04,15.77,26.58,150.21,11480000000.0,13270000000.0,15.72,3.75,1.33,8.33,1.33,4310000000.0,8.33,764830000.0,11.36,16.60,1.10,258149999.99999997,4.11,1810000000.0,2.00,37.61,1030000000.0,0.71,13.10,86.30,10500000.0,14.44,17.16,9990000.0,N/A
224,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,50.98,94.30,0.93,1.65,0.94,10.56,5.83,1.73,32.10,24370000000.0,31080000000.0,30.62,1.22,1.14,6.38,1.14,5210000000.0,6.38,262000000.0,0.30,N/A,35.80,2300000000.0,2.69,7890000000.0,2.62,18.07,3170000000.0,1.07,0.24,79.80,33600000.0,2.49,3.97,43660000.0,N/A
225,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,44.65,15.52,0.85,2.29,5.46,8.73,7.03,16.44,89.75,5360000000.0,6030000000.0,9.82,0.80,0.95,8.17,0.95,1820000000.0,8.17,346810000.0,4.86,5.00,14.10,410860000.0,5.78,1060000000.0,1.38,33.11,386600000.0,0.71,0.56,101.10,2780000.0,3.96,4.38,2870000.0,N/A
226,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,105.67,19.83,2.05,5.69,10.42,15.49,9.12,28.23,34.19,8690000000.0,9880000000.0,17.70,1.93,2.31,12.02,2.31,2580000000.0,12.02,445990000.0,3.52,15.00,0.10,574130000.0,4.61,1670000000.0,2.65,12.37,497140000.0,1.23,10.03,87.60,10040000.0,6.43,10.22,8700000.0,N/A
227,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,N/A,11.72,2.63,1.22,23.65,36.86,1.01,10.54,3.55,7380000000.0,14240000000.0,10.29,1.38,4.96,N/A,4.96,N/A,N/A,646400000.0,0.79,1.60,5.40,1130000000.0,1.42,7810000000.0,N/A,7.78,660390000.0,0.98,0.99,72.90,19790000.0,1.97,2.46,21980000.0,N/A
228,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,74.94,25.28,6.61,1.75,25.90,28.27,2.47,6.55,10.61,22830000000.0,35490000000.0,13.96,2.93,9.78,19.36,9.78,1900000000.0,19.36,874050000.0,2.55,30.00,14.10,292040000.0,0.83,11470000000.0,2.02,38.64,1320000000.0,0.02,0.31,92.60,10720000.0,4.45,3.58,10700000.0,N/A
229,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,106.62,70.08,6.86,1.67,9.53,52.70,3.81,2.31,5.38,16260000000.0,28320000000.0,11.00,3.61,11.42,15.80,11.42,2190000000.0,15.80,234760000.0,0.50,53.40,10.30,120500000.0,0.26,11150000000.0,16.99,21.89,1230000000.0,0.03,0.20,89.70,17160000.0,4.48,4.28,16469999.999999998,N/A
230,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,273.82,21.85,1.75,19.93,7.98,13.05,16.51,78.03,67.21,1.4766e+11,1.6966e+11,18.84,1.56,1.96,12.91,1.96,28950000000.0,12.91,6920000000.0,5.33,12.20,6.40,3040000000.0,2.40,20860000000.0,1.17,6.01,9360000000.0,0.96,0.15,73.40,13940000.0,2.98,1.08,18490000.0,N/A
231,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,29.30,N/A,1.35,0.49,16.16,13.73,1.71,5.02,26.98,10070000000.0,13900000000.0,N/A,0.85,1.81,4.44,1.81,6980000000.0,4.44,1200000000.0,4.36,N/A,38.40,3010000000.0,10.63,6550000000.0,2.13,75.24,2440000000.0,1.63,12.56,79.30,11310000.0,3.14,4.49,8220000.000000001,N/A
232,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,32.09,9.96,0.87,0.88,8.92,12.22,0.59,8.62,43.72,15510000000.0,17670000000.0,9.54,1.39,0.96,6.75,0.96,7810000000.0,6.75,1600000000.0,3.80,1.80,4.20,4190000000.0000005,10.22,5840000000.0,3.78,44.26,2990000000.0,1.06,0.18,92.50,4640000.0,1.85,1.10,4520000.0,N/A
233,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,270.98,10.67,1.38,3.23,13.04,19.79,7.17,26.85,28.82,7660000000.0,14200000000.0,9.78,1.07,2.36,10.29,2.36,2440000000.0,10.29,784490000.0,3.74,6.50,1.20,1010000000.0,4.96,6940000000.0,1.73,12.57,1200000000.0,0.70,0.50,82.60,21610000.0,9.73,10.29,23530000.0,N/A
234,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,58.17,16.86,1.93,4.22,11.66,16.30,8.53,24.68,49.65,74170000000.0,75250000000.0,14.63,1.71,1.94,10.42,1.94,11350000000.0,10.42,4530000000.0,5.71,8.30,4.90,10330000000.0,13.41,10570000000.0,1.44,23.04,5260000000.0,0.98,0.17,78.60,4560000.0,1.38,0.64,4620000.0,N/A
235,N/A,N/A,hot,N/A,N/A,N/A,N/A,N/A,188.28,18.43,3.22,8.01,17.93,27.45,6.42,33.37,18.20,10120000000.0,11290000000.0,18.18,2.26,3.63,10.29,3.63,4280000000.0000005,10.29,568000000.0,3.26,19.30,7.30,1070000000.0000001,6.31,2360000000.0,0.96,7.39,992000000.0,1.85,6.38,87.70,3000000.0,1.21,1.76,1820000.0,N/A
236,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09,N/A,0.75,3.58,1.96,N/A,14.63,199260000.0,2290000000.0,2.96,0.18,1.07,28.59,1.07,322810000.0,28.59,16100000.0,0.11,92.10,0.70,245400000.0,1.68,2200000000.0,3.35,1.80,320540000.0,1.67,9.90,46.20,19660000.0,10.39,16.58,20760000.0,N/A
237,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,10.85,11.08,1.47,0.95,13.34,23.60,6.73,8.63,29.38,4620000000.0,4420000000.0,N/A,2.28,1.40,3.37,1.40,1460000000.0,3.37,420100000.0,3.87,N/A,42.50,763520000.0,7.08,531539999.99999994,4.10,45.44,1420000000.0,1.34,2.84,99.50,17470000.0,7.91,14.36,16739999.999999998,N/A
238,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,87.62,3.85,0.17,0.63,4.41,7.88,4.84,16.48,56.98,17110000000.0,24720000000.0,5.90,N/A,0.24,2.03,0.24,24760000000.0,2.03,4550000000.0,2.48,0.50,9.50,17430000000.0,9.73,24660000000.0,1.23,15.40,6490000000.0,1.50,10.50,69.30,33460000.0,1.60,1.83,34430000.0,N/A
239,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,N/A,19.37,2.45,N/A,14.86,23.81,17.02,77.56,11.27,7580000000.0,8670000000.0,14.03,1.51,2.82,9.61,2.82,1750000000.0,9.61,469010000.0,1.66,N/A,4.60,362800000.0,1.54,1500000000.0,1.28,0.12,651470000.0,1.14,0.37,88.40,6840000.0,1.88,2.49,5370000.0,N/A
240,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,10.87,29.75,2.19,5.08,7.41,11.71,11.69,18.05,35.08,19970000000.0,20410000000.0,24.14,1.73,2.20,16.76,2.20,1810000000.0,16.76,686090000.0,2.54,9.30,5.60,347240000.0,1.31,435000000.0,1.70,15.13,991990000.0,0.89,48.89,33.70,7580000.0,5.25,5.64,8119999.999999999,N/A
241,N/A,N/A,hrs,N/A,N/A,N/A,N/A,N/A,146.72,26.30,1.83,3.02,6.22,16.83,6.94,13.58,51.97,10400000000.0,15250000000.0,13.46,7.71,2.66,12.38,2.66,1720000000.0,12.38,357000000.0,3.18,18.40,56.80,320000000.0,2.57,5080000000.0,1.63,27.88,838000000.0,1.24,0.30,85.20,3250000.0,3.41,2.64,2470000.0,N/A
242,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,59.95,14.88,1.79,1.36,12.04,12.49,3.49,9.03,7.16,9640000000.0,13750000000.0,7.82,2.59,2.55,9.92,2.55,3320000000.0,9.92,649000000.0,0.86,41.00,0.10,265000000.0,0.35,4280000000.0000005,1.75,9.43,1200000000.0,1.18,1.72,103.10,42320000.0,5.13,7.51,43450000.0,N/A
243,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,295.43,37.56,2.45,20.64,6.71,19.50,15.81,39.46,34.02,18430000000.0,20770000000.0,19.32,2.83,2.77,12.20,2.77,3340000000.0,12.20,502080000.0,2.26,30.80,N/A,343910000.0,1.59,2770000000.0,0.99,4.10,1040000000.0,0.55,0.20,75.40,5200000.0,4.32,3.57,4310000.0,N/A
244,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,710.52,N/A,0.38,1.75,0.29,6.55,N/A,N/A,23.37,4060000000.0,19950000000.0,8.02,0.52,1.87,18.84,1.87,4730000000.0,18.84,31000000.0,0.07,59.10,4.60,746000000.0,1.68,16610000000.0,1.50,5.27,3410000000.0,1.77,6.14,99.50,32299999.999999996,3.83,7.95,30270000.0,N/A
245,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,39.88,18.93,0.46,2.35,2.48,4.56,6.24,12.89,354.70,24420000000.0,19420000000.0,18.85,1.76,0.37,7.20,0.37,10330000000.0,7.20,1320000000.0,8.70,8.30,9.20,9020000000.0,60.85,4130000000.0,2.04,69.85,724000000.0,0.83,0.22,96.30,2200000.0,2.61,1.47,2330000.0,N/A
246,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,294.85,8.48,1.48,9.35,16.96,20.88,9.61,103.55,85.16,1.1822e+11,1.5437e+11,7.68,1.18,1.84,7.21,1.84,46410000000.0,7.21,14420000000.0,14.37,288.90,13.90,9570000000.0,9.86,39660000000.0,1.25,13.70,17790000000.0,0.63,0.05,59.90,21590000.0,4.86,2.19,23350000.0,N/A
247,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,28.20,22.85,8.78,2.22,36.53,55.07,1.69,9.65,29.40,28830000000.0,31440000000.0,17.11,1.16,9.64,14.84,9.64,4120000000.0,14.84,1190000000.0,10.63,48.50,9.50,708000000.0,6.15,3500000000.0,0.99,112.18,1430000000.0,0.94,1.55,90.00,1350000.0,1.43,1.23,1240000.0,N/A
248,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,74.92,21.13,2.97,5.73,14.04,19.71,10.22,26.56,37.99,8970000000.0,10030000000.0,19.68,2.87,3.27,14.87,3.27,1360000000.0,14.87,428110000.0,5.29,0.90,1.10,276680000.0,3.45,1200000000.0,2.38,19.81,495580000.0,1.22,1.59,84.20,3240000.0,7.56,4.09,3430000.0,N/A
249,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,248.55,N/A,0.73,0.81,7.78,14.04,2.72,8.25,20.90,2830000000.0,11040000000.0,8.95,1.44,2.85,8.86,2.85,N/A,8.86,301730000.0,1.63,90.60,29.60,551910000.0,2.77,8750000000.0,1.36,17.64,860410000.0,0.22,52.13,29.90,2580000.0,3.70,N/A,2530000.0,N/A
250,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,37.11,12.70,2.54,2.30,20.63,25.93,9.20,19.53,11.67,1.3964e+11,1.3807e+11,11.17,1.48,2.49,5.98,2.49,35610000000.0,5.98,11420000000.0,2.33,1.30,1.30,25310000000.0,5.36,22670000000.0,2.58,12.94,N/A,0.86,0.04,67.00,82070000.0,4.20,1.73,95230000.0,N/A
251,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,80.88,61.90,5.59,22.86,9.74,22.50,13.61,23.28,15.47,24290000000.0,24370000000.0,21.15,1.63,5.68,20.85,5.68,3500000000.0,20.85,463000000.0,1.49,N/A,16.50,474000000.0,1.80,850000000.0,0.76,3.98,1420000000.0,1.28,4.98,87.90,7140000.0,4.00,2.84,7170000.0,N/A
252,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,356.06,16.76,0.65,3.40,3.91,10.71,4.99,15.31,54.53,14630000000.0,24740000000.0,9.21,0.79,1.08,6.55,1.08,7360000000.0,6.55,903000000.0,2.11,38.00,5.90,5950000000.0,14.35,15920000000.0,1.34,10.49,2730000000.0,1.43,0.66,86.70,6900000.0,2.11,1.75,6750000.0,N/A
